task,prompt,gt,pred,raw_response,correct,accuracy
Count,"How many chest of drawerss are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2
(E) 4
(F) 5",B,D,"(D) 2
(D)",False,15.66265060240964
Count,"How many ashtrays are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,D,"(D) 3
(D)",False,15.476190476190476
Count,"How many shelvess are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,16.470588235294116
Count,"How many doors are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,16.27906976744186
Count,"How many windows are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 3
(D)",False,16.091954022988507
Count,"How many hangers are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0
(E) 4",A,D,"(D) 0
(D)",False,15.909090909090908
Count,"How many microphones are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 4
(E) 2",(E),"(F) 2
(H)","(F) 2
(H)",False,15.730337078651685
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,D,"(D) 0
(D)",False,15.555555555555555
Count,"How many columns are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 2
(E) 1
(F) 3",A,"(H) 3
(J)","(H) 3
(J)",False,15.384615384615385
Count,"How many pendant lamps are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 4
(D) 0
(E) 2
(F) 6",B,"(F) 6
(F)","(F) 6
(F)",False,15.217391304347828
Count,"How many tunnels are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 3
(D) 0
(E) 2",C,"(F) 2
(H)","(F) 2
(H)",False,15.053763440860216
Count,"How many mats are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 5
(E) 4
(F) 6",(E),"(H) 1
(J)","(H) 1
(J)",False,14.893617021276595
Count,"How many chairs are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 6
(E) 3
(F) 5",(F),D,"(D) 6
(D)",False,14.736842105263156
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 5
(E) 6
(F) 3",A,"(H) 6
(J)","(H) 6
(J)",False,14.583333333333334
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,D,"(D) 3
(D)",False,14.432989690721648
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,B,"(B) 2
(B)",False,14.285714285714285
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 3
(E) 1",B,C,"(C) 0
(C)",False,14.14141414141414
Count,"How many pictures are in the image? Select from the following choices.
(A) 6
(B) 2
(C) 5
(D) 4
(E) 3
(F) 0",D,D,"(D) 4
(D)",True,15.0
Count,"How many seats are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",D,D,"(D) 2
(D)",True,15.841584158415841
Count,"How many vans are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 6
(E) 3
(F) 4",(F),"(H) 3
(J)","(H) 3
(J)",False,15.686274509803921
Count,"How many trees are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,A,"(A) 2
(A)",False,15.53398058252427
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 2
(E) 3",D,D,"(D) 2
(D)",True,16.346153846153847
Count,"How many street lights are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 2
(E) 5
(F) 0",A,D,"(D) 2
(D)",False,16.19047619047619
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 6
(B) 0
(C) 5
(D) 3
(E) 2
(F) 4",(F),"(H) 4
(J)","(H) 4
(J)",False,16.037735849056602
Count,"How many grandstands are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,15.887850467289718
Count,"How many walls are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3
(E) 4",B,D,"(D) 3
(D)",False,15.74074074074074
Count,"How many nets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,C,"(C) 2
(C)",False,15.59633027522936
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 3
(D) 0
(E) 2",(E),"(F) 4
(H)","(F) 4
(H)",False,15.454545454545453
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 0
(D) 3
(E) 2",(E),D,"(D) 3
(D)",False,15.315315315315313
Count,"How many bags are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,A,"(A) 2
(A)",False,15.178571428571427
Count,"How many seats are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3
(E) 4",C,D,"(D) 3
(D)",False,15.04424778761062
Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,A,"(A) 2
(A)",False,14.912280701754385
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,D,"(D) 0
(D)",False,14.782608695652174
Count,"How many bags are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,B,"(B) 2
(B)",False,14.655172413793101
Count,"How many handrails are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 2
(D)",False,14.529914529914532
Count,"How many cats are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,C,"(C) 2
(C)",False,14.40677966101695
Count,"How many scarfs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,14.285714285714285
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 0
(E) 2",(E),"(F) 2
(F)","(F) 2
(F)",False,14.166666666666666
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,B,"(B) 2
(B)",False,14.049586776859504
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 4
(D) 3
(E) 1",B,D,"(D) 3
(D)",False,13.934426229508196
Count,"How many railings are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,13.821138211382115
Count,"How many pictures are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 1
(E) 3
(F) 4",(E),"(F) 4
(F)","(F) 4
(F)",False,13.709677419354838
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,D,"(D) 1
(D)",False,13.600000000000001
Count,"How many desk lamps are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 7
(D) 4
(E) 3
(F) 6",(F),"(F) 6
(F)","(F) 6
(F)",False,13.492063492063492
Count,"How many persons are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 2
(D) 1
(E) 3
(F) 4",(E),"(G) 4
(H)","(G) 4
(H)",False,13.385826771653544
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 4
(D) 2
(E) 3",C,D,"(D) 2
(D)",False,13.28125
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 1
(D) 0
(E) 2",(E),C,"(C) 1
(C)",False,13.178294573643413
Count,"How many aerials are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 2
(D) 1
(E) 0",C,C,"(C) 2
(C)",True,13.846153846153847
Count,"How many trash cans are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,14.50381679389313
Count,"How many sofas are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",D,B,"(B) 1
(B)",False,14.393939393939394
Count,"How many billboards are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,D,"(D) 3
(D)",False,14.285714285714285
Count,"How many pens are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,B,"(B) 2
(B)",False,14.17910447761194
Count,"How many roads are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 2
(D) 1
(E) 3",C,"(F) 2
(H)","(F) 2
(H)",False,14.074074074074074
Count,"How many columns are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 5
(D) 4
(E) 0
(F) 2",B,"(F) 2
(F)","(F) 2
(F)",False,13.970588235294118
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,13.86861313868613
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,B,"(B) 2
(B)",False,13.768115942028986
Count,"How many doors are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,D,"(D) 2
(D)",False,13.66906474820144
Count,"How many canopys are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,D,"(D) 2
(D)",False,13.571428571428571
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,13.47517730496454
Count,"How many buildingss are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,C,"(C) 2
(C)",False,13.380281690140844
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,C,"(C) 2
(C)",True,13.986013986013987
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0",A,D,"(D) 1
(D)",False,13.88888888888889
Count,"How many sofas are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1
(E) 4",B,B,"(B) 2
(B)",True,14.482758620689657
Count,"How many buildings are in the image? Select from the following choices.
(A) 8
(B) 7
(C) 0
(D) 10
(E) 6
(F) 9",A,"(H) 6
(J)","(H) 6
(J)",False,14.383561643835616
Count,"How many persons are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 2
(D)",False,14.285714285714285
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,"(F) 1
(F)","(F) 1
(F)",False,14.18918918918919
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,14.093959731543624
Count,"How many traffic lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",B,D,"(D) 2
(D)",False,14.000000000000002
Count,"How many armchairs are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,14.56953642384106
Count,"How many windows are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 5
(E) 0
(F) 1",B,"(H) 1
(J)","(H) 1
(J)",False,14.473684210526317
Count,"How many benchs are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,14.37908496732026
Count,"How many footbridges are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,B,"(B) 2
(B)",False,14.285714285714285
Count,"How many shower screens are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,14.838709677419354
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,15.384615384615385
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,D,"(D) 3
(D)",False,15.286624203821656
Count,"How many persons are in the image? Select from the following choices.
(A) 8
(B) 0
(C) 10
(D) 9
(E) 6
(F) 7",A,"(H) 6
(J)","(H) 6
(J)",False,15.18987341772152
Count,"How many cars are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 4
(D) 3
(E) 1",A,D,"(D) 3
(D)",False,15.09433962264151
Count,"How many street lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,"(D) 1
(D)",True,15.625
Count,"How many columns are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",D,A,"(A) 2
(A)",False,15.527950310559005
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,C,"(C) 2
(C)",False,15.432098765432098
Count,"How many sinks are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,A,"(A) 0
(A)",False,15.337423312883436
Count,"How many cars are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 4
(E) 0",C,D,"(D) 4
(D)",False,15.24390243902439
Count,"How many clocks are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,D,"(D) 1
(D)",False,15.151515151515152
Count,"How many plants are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,15.060240963855422
Count,"How many countertops are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,B,"(B) 0
(B)",False,14.97005988023952
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 2
(D)",False,14.880952380952381
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,14.792899408284024
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,14.705882352941178
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,C,"(C) 2
(C)",False,14.619883040935672
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,C,"(C) 2
(C)",False,14.534883720930234
Count,"How many mirrors are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,15.028901734104046
Count,"How many buildings are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 1
(D) 3
(E) 0",A,B,"(B) 4
(B)",False,14.942528735632186
Count,"How many hens are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 5
(D) 6
(E) 2
(F) 0",C,"(H) 1
(J)","(H) 1
(J)",False,14.857142857142858
Count,"How many clocks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,C,"(C) 2
(C)",False,14.772727272727273
Count,"How many covered bridges are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,14.689265536723164
Count,"How many houses are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,B,"(B) 0
(B)",False,14.606741573033707
Count,"How many doors are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,D,"(D) 2
(D)",False,14.52513966480447
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,14.444444444444443
Count,"How many windows are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 0
(D)",False,14.3646408839779
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,14.835164835164836
