task,prompt,gt,pred,raw_response,correct,accuracy
Count,"How many bucketss are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 1
(D) 0
(E) 3",A,"(F) 4
(G)","(F) 4
(G)",False,23.809523809523807
Count,"How many blinds are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,A,"(A) 0
(A)",False,22.727272727272727
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 4
(D) 3
(E) 0",A,A,"(A) 2
(A)",True,26.08695652173913
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0
(E) 4",C,C,"(C) 2
(C)",True,29.166666666666668
Count,"How many pillows are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 3
(D) 1
(E) 0",B,B,"(B) 2
(B)",True,32.0
Count,"How many folders are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,B,"(B) 2
(B)",False,30.76923076923077
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 1
(D) 0
(E) 2
(F) 4",A,"(F) 4
(F)","(F) 4
(F)",False,29.629629629629626
Count,"How many light switchs are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,A,"(A) 0
(A)",False,28.57142857142857
Count,"How many blinds are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,31.03448275862069
Count,"How many ranges are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,A,"(A) 0
(A)",False,30.0
Count,"How many dishwashers are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,29.03225806451613
Count,"How many windows are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,B,True,31.25
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 3
(E) 2",(E),"(E) 2
(E)","(E) 2
(E)",False,30.303030303030305
Count,"How many pictures are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,29.411764705882355
Count,"How many baskets are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1
(E) 4",A,"(E) 4
(E)","(E) 4
(E)",False,28.57142857142857
Count,"How many fireplaces are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,D,"(D) 0
(D)",False,27.77777777777778
Count,"How many fireplaces are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,27.027027027027028
Count,"How many armchairs are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 4
(E) 0",B,A,"(A) 1
(A)",False,26.31578947368421
Count,"How many rugs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,25.64102564102564
Count,"How many cushions are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1
(E) 4",A,"(E) 4
(E)","(E) 4
(E)",False,25.0
Count,"How many bookss are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 4
(D) 5
(E) 3
(F) 0",A,D,"(D) 5
(D)",False,24.390243902439025
Count,"How many tureens are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1",D,D,"(D) 1
(D)",True,26.190476190476193
Count,"How many stools are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,A,"(A) 2
(A)",False,25.581395348837212
Count,"How many pitchers are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,D,"(D) 2
(D)",False,25.0
Count,"How many blankets are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,A,"(A) 1
(B)",True,26.666666666666668
Count,"How many baskets are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,D,"(D) 0
(D)",False,26.08695652173913
Count,"How many vases are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,C,"(C) 2
(C)",False,25.53191489361702
Count,"How many coffee tables are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,C,"(C) 2
(C)",False,25.0
Count,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,A,"(A) 0
(A)",False,24.489795918367346
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",B,"(G) 1
(H)","(G) 1
(H)",False,24.0
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",A,"(E) 0
(E)","(E) 0
(E)",False,23.52941176470588
Count,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,B,"(B) 2
(B)",False,23.076923076923077
Count,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 6
(C) 5
(D) 3
(E) 0
(F) 4",(F),B,"(B) 6
(B)",False,22.641509433962266
Count,"How many irons are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,B,"(B) 0
(B)",False,22.22222222222222
Count,"How many doors are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1",D,D,D,True,23.636363636363637
Count,"How many windows are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",B,B,"B
B
B
B
B",True,25.0
Count,"How many pillows are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",A,B,"(B) 0
(B)",False,24.561403508771928
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,A,"(A) 0
(A)",False,24.137931034482758
Count,"How many signs are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,D,"(D) 0
(D)",False,23.728813559322035
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,B,B,True,25.0
Count,"How many persons are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,C,"(C) 2
(D)",False,24.59016393442623
Count,"How many doors are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,B,"(B) 0
(B)",False,24.193548387096776
Count,"How many flags are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,C,"(C) 2
(C)",False,23.809523809523807
Count,"How many skys are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,25.0
Count,"How many benchs are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 4
(E) 2",(E),"(E) 2
(E)","(E) 2
(E)",False,24.615384615384617
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,24.242424242424242
Count,"How many footbridges are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,25.37313432835821
Count,"How many poles are in the image? Select from the following choices.
(A) 5
(B) 1
(C) 0
(D) 3
(E) 4
(F) 2",D,"(F) 2
(F)","(F) 2
(F)",False,25.0
Count,"How many projection screens are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,C,"(C) 0
(C)",False,24.637681159420293
Count,"How many backpacks are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,C,"(C) 0
(C)",False,24.285714285714285
Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 6
(C) 0
(D) 3
(E) 4
(F) 5",(E),D,"(D) 3
(D)",False,23.943661971830984
Count,"How many stones are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 3
(D) 5
(E) 6
(F) 0",B,B,"(B) 4
(B)",True,25.0
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 6
(E) 3
(F) 2",A,"(G) 2
(H)","(G) 2
(H)",False,24.65753424657534
Count,"How many fields are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 3
(E) 5
(F) 2",D,"(F) 2
(F)","(F) 2
(F)",False,24.324324324324326
Count,"How many persons are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,C,"(C) 0
(C)",False,24.0
Count,"How many lakes are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,D,True,25.0
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 3
(D) 2
(E) 5
(F) 1",C,D,"(D) 2
(D)",False,24.675324675324674
Count,"How many paths are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,C,"(C) 1
(C)",True,25.64102564102564
Count,"How many animals are in the image? Select from the following choices.
(A) 6
(B) 0
(C) 3
(D) 5
(E) 2
(F) 4",D,D,"(D) 5
(D)",True,26.582278481012654
Count,"How many persons are in the image? Select from the following choices.
(A) 6
(B) 4
(C) 3
(D) 0
(E) 2
(F) 5",B,"(E) 2
(F)","(E) 2
(F)",False,26.25
Count,"How many fields are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,27.160493827160494
Count,"How many steps are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",B,D,D,False,26.82926829268293
Count,"How many chest of drawerss are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2
(E) 4
(F) 5",B,D,"(D) 2
(D)",False,26.506024096385545
Count,"How many ashtrays are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,C,"(C) 0
(C)",False,26.190476190476193
Count,"How many shelvess are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,C,"(C) 3
(C)",False,25.882352941176475
Count,"How many doors are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,26.744186046511626
Count,"How many windows are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,27.586206896551722
Count,"How many hangers are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0
(E) 4",A,D,"(D) 0
(D)",False,27.27272727272727
Count,"How many microphones are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 4
(E) 2",(E),"(E) 2
(E)","(E) 2
(E)",False,26.96629213483146
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,C,"(C) 3
(D)",False,26.666666666666668
Count,"How many columns are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 2
(E) 1
(F) 3",A,D,"(D) 2
(D)",False,26.373626373626376
Count,"How many pendant lamps are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 4
(D) 0
(E) 2
(F) 6",B,"(F) 6
(F)","(F) 6
(F)",False,26.08695652173913
Count,"How many tunnels are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 3
(D) 0
(E) 2",C,"(E) 2
(E)","(E) 2
(E)",False,25.806451612903224
Count,"How many mats are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 5
(E) 4
(F) 6",(E),"(G) 1
(H)","(G) 1
(H)",False,25.53191489361702
Count,"How many chairs are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 6
(E) 3
(F) 5",(F),D,"(D) 6
(D)",False,25.263157894736842
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 5
(E) 6
(F) 3",A,D,"(D) 5
(D)",False,25.0
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,A,"(A) 2
(A)",False,24.742268041237114
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,24.489795918367346
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 3
(E) 1",B,D,"(D) 3
(D)",False,24.242424242424242
Count,"How many pictures are in the image? Select from the following choices.
(A) 6
(B) 2
(C) 5
(D) 4
(E) 3
(F) 0",D,D,"(D) 4
(A)",True,25.0
Count,"How many seats are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",D,D,"(D) 2
(D)",True,25.742574257425744
Count,"How many vans are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 6
(E) 3
(F) 4",(F),D,"(D) 6
(D)",False,25.49019607843137
Count,"How many trees are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,D,"(D) 3
(D)",False,25.24271844660194
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 2
(E) 3",D,D,"(D) 2
(D)",True,25.961538461538463
Count,"How many street lights are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 2
(E) 5
(F) 0",A,"(E) 5
(F)","(E) 5
(F)",False,25.71428571428571
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 6
(B) 0
(C) 5
(D) 3
(E) 2
(F) 4",(F),"(H) 4
(J)","(H) 4
(J)",False,25.471698113207548
Count,"How many grandstands are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,25.233644859813083
Count,"How many walls are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3
(E) 4",B,C,"(C) 1
(C)",False,25.0
Count,"How many nets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,C,"(C) 2
(D)",False,24.770642201834864
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 3
(D) 0
(E) 2",(E),D,"(D) 0
(D)",False,24.545454545454547
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 0
(D) 3
(E) 2",(E),"(E) 2
(E)","(E) 2
(E)",False,24.324324324324326
Count,"How many bags are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,B,"B
B
B
B
B",True,25.0
Count,"How many seats are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3
(E) 4",C,D,"(D) 4
(D)",False,24.778761061946902
Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,A,"(A) 2
(A)",False,24.561403508771928
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,A,A,True,25.217391304347824
Count,"How many bags are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,B,"(B) 2
(B)",False,25.0
Count,"How many handrails are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,D,False,24.786324786324787
Count,"How many cats are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,D,D,False,24.576271186440678
Count,"How many scarfs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,C,"(C) 0
(C)",False,24.369747899159663
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 0
(E) 2",(E),"(E) 2
(E)","(E) 2
(E)",False,24.166666666666668
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,B,"(B) 2
(B)",False,23.96694214876033
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 4
(D) 3
(E) 1",B,D,"(D) 3
(D)",False,23.770491803278688
Count,"How many railings are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,23.577235772357724
Count,"How many pictures are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 1
(E) 3
(F) 4",(E),"(H) 4
(J)","(H) 4
(J)",False,23.387096774193548
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,A,"(A) 0
(A)",False,23.200000000000003
Count,"How many desk lamps are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 7
(D) 4
(E) 3
(F) 6",(F),"(F) 6
(F)","(F) 6
(F)",False,23.015873015873016
Count,"How many persons are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 2
(D) 1
(E) 3
(F) 4",(E),"(E) 3
(F)","(E) 3
(F)",False,22.83464566929134
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 4
(D) 2
(E) 3",C,D,"(D) 2
(D)",False,22.65625
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 1
(D) 0
(E) 2",(E),C,"(C) 1
(C)",False,22.48062015503876
Count,"How many aerials are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 2
(D) 1
(E) 0",C,D,"(D) 1
(E)",False,22.30769230769231
Count,"How many trash cans are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,22.900763358778626
Count,"How many sofas are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",D,C,"(C) 0
(C)",False,22.727272727272727
Count,"How many billboards are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,B,"(B) 0
(B)",False,22.55639097744361
Count,"How many pens are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,B,B,False,22.388059701492537
Count,"How many roads are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 2
(D) 1
(E) 3",C,C,"(C) 2
(C)",True,22.962962962962962
Count,"How many columns are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 5
(D) 4
(E) 0
(F) 2",B,"(F) 2
(F)","(F) 2
(F)",False,22.794117647058822
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,22.62773722627737
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,D,"(D) 0
(D)",False,22.463768115942027
Count,"How many doors are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,D,"(D) 2
(D)",False,22.302158273381295
Count,"How many canopys are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,D,"(D) 2
(D)",False,22.142857142857142
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,"(D) 2
(D)",False,21.98581560283688
Count,"How many buildingss are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,C,"(C) 2
(C)",False,21.830985915492956
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,C,"(C) 2
(C)",True,22.377622377622377
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0",A,D,"(D) 1
(D)",False,22.22222222222222
Count,"How many sofas are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1
(E) 4",B,"(E) 4
(E)","(E) 4
(E)",False,22.06896551724138
Count,"How many buildings are in the image? Select from the following choices.
(A) 8
(B) 7
(C) 0
(D) 10
(E) 6
(F) 9",A,D,"(D) 10
(D)",False,21.91780821917808
Count,"How many persons are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 2
(D)",False,21.768707482993197
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,C,"(C) 2
(C)",True,22.2972972972973
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,"(C) 0
(C)",False,22.14765100671141
Count,"How many traffic lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",B,C,C,False,22.0
Count,"How many armchairs are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,22.516556291390728
Count,"How many windows are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 5
(E) 0
(F) 1",B,D,"(D) 5
(D)",False,22.36842105263158
Count,"How many benchs are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,"(D) 2
(D)",False,22.22222222222222
Count,"How many footbridges are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,C,"(C) 0
(C)",False,22.07792207792208
Count,"How many shower screens are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,22.58064516129032
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,23.076923076923077
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,C,C,False,22.929936305732486
Count,"How many persons are in the image? Select from the following choices.
(A) 8
(B) 0
(C) 10
(D) 9
(E) 6
(F) 7",A,A,"(A) 8
(D)",True,23.417721518987342
Count,"How many cars are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 4
(D) 3
(E) 1",A,D,"(D) 3
(D)",False,23.270440251572328
Count,"How many street lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,D,True,23.75
Count,"How many columns are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",D,C,"(C) 1
(C)",False,23.60248447204969
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,D,"(D) 0
(D)",False,23.456790123456788
Count,"How many sinks are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,A,"(A) 0
(A)",False,23.31288343558282
Count,"How many cars are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 4
(E) 0",C,A,"(A) 1
(A)",False,23.170731707317074
Count,"How many clocks are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,A,"(A) 0
(A)",False,23.03030303030303
Count,"How many plants are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,A,"(A) 0
(A)",False,22.89156626506024
Count,"How many countertops are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,A,"(A) 2
(A)",False,22.75449101796407
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,"(D) 2
(D)",False,22.61904761904762
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,C,"(C) 0
(C)",False,22.485207100591715
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,C,"(C) 0
(C)",False,22.35294117647059
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,B,"B
B
B
B
B",True,22.807017543859647
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,A,"(A) 0
(A)",False,22.674418604651162
Count,"How many mirrors are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,"(D) 1
(D)",True,23.121387283236995
Count,"How many buildings are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 1
(D) 3
(E) 0",A,D,"(D) 3
(D)",False,22.988505747126435
Count,"How many hens are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 5
(D) 6
(E) 2
(F) 0",C,D,"(D) 6
(D)",False,22.857142857142858
Count,"How many clocks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,B,"(B) 0
(B)",False,22.727272727272727
Count,"How many covered bridges are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,C,C,True,23.163841807909606
Count,"How many houses are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,A,"(A) 2
(A)",False,23.03370786516854
Count,"How many doors are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,B,"B
B
B
B
B",True,23.463687150837988
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,23.88888888888889
Count,"How many windows are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,A,True,24.30939226519337
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,A,"(A) 0
(A)",False,24.175824175824175
Count,"How many cars are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,A,"(A) 0
(A)",False,24.043715846994534
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",A,D,"(D) 0
(D)",False,23.91304347826087
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0
(E) 4",A,A,"(A) 2
(A)",True,24.324324324324326
Count,"How many skys are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1",D,D,"(D) 1
(D)",True,24.731182795698924
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,"(A) 1
(A)",True,25.13368983957219
