task,prompt,gt,pred,raw_response,correct,accuracy
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,B,B,True,56.666666666666664
Count,"How many persons are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,C,C,False,55.73770491803278
Count,"How many doors are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,A,A,True,56.451612903225815
Count,"How many flags are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,A,A,True,57.14285714285714
Count,"How many skys are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,57.8125
Count,"How many benchs are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 4
(E) 2",(E),E,E,False,56.92307692307692
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,57.57575757575758
Count,"How many footbridges are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,58.2089552238806
Count,"How many poles are in the image? Select from the following choices.
(A) 5
(B) 1
(C) 0
(D) 3
(E) 4
(F) 2",D,F,F,False,57.35294117647059
Count,"How many projection screens are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,57.971014492753625
Count,"How many backpacks are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,B,B,False,57.14285714285714
Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 6
(C) 0
(D) 3
(E) 4
(F) 5",(E),A,A,False,56.33802816901409
Count,"How many stones are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 3
(D) 5
(E) 6
(F) 0",B,C,C,False,55.55555555555556
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 6
(E) 3
(F) 2",A,A,A,True,56.16438356164384
Count,"How many fields are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 3
(E) 5
(F) 2",D,E,E,False,55.4054054054054
Count,"How many persons are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,56.00000000000001
Count,"How many lakes are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,D,True,56.57894736842105
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 3
(D) 2
(E) 5
(F) 1",C,C,C,True,57.14285714285714
Count,"How many paths are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,C,C,True,57.692307692307686
Count,"How many animals are in the image? Select from the following choices.
(A) 6
(B) 0
(C) 3
(D) 5
(E) 2
(F) 4",D,A,A,False,56.9620253164557
Count,"How many persons are in the image? Select from the following choices.
(A) 6
(B) 4
(C) 3
(D) 0
(E) 2
(F) 5",B,C,C,False,56.25
Count,"How many fields are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,56.79012345679012
Count,"How many steps are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",B,D,D,False,56.09756097560976
Count,"How many chest of drawerss are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2
(E) 4
(F) 5",B,D,D,False,55.42168674698795
Count,"How many ashtrays are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,A,A,False,54.761904761904766
Count,"How many shelvess are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,C,C,False,54.11764705882353
Count,"How many doors are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,54.65116279069767
Count,"How many windows are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,55.172413793103445
Count,"How many hangers are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0
(E) 4",A,C,C,False,54.54545454545454
Count,"How many microphones are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 4
(E) 2",(E),E,E,False,53.93258426966292
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,C,C,False,53.333333333333336
Count,"How many columns are in the image? Select from the following choices.
(A) 4
(B) 5
(C) 0
(D) 2
(E) 1
(F) 3",A,E,E,False,52.74725274725275
Count,"How many pendant lamps are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 4
(D) 0
(E) 2
(F) 6",B,C,C,False,52.17391304347826
Count,"How many tunnels are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 3
(D) 0
(E) 2",C,E,E,False,51.61290322580645
Count,"How many mats are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 5
(E) 4
(F) 6",(E),E,E,False,51.06382978723404
Count,"How many chairs are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 6
(E) 3
(F) 5",(F),F,F,False,50.526315789473685
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 5
(E) 6
(F) 3",A,D,D,False,50.0
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,A,A,False,49.48453608247423
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,A,A,True,50.0
Count,"How many persons are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 0
(D) 3
(E) 1",B,B,B,True,50.505050505050505
Count,"How many pictures are in the image? Select from the following choices.
(A) 6
(B) 2
(C) 5
(D) 4
(E) 3
(F) 0",D,D,D,True,51.0
Count,"How many seats are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",D,A,A,False,50.495049504950494
Count,"How many vans are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 6
(E) 3
(F) 4",(F),C,C,False,50.0
Count,"How many trees are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,C,C,True,50.48543689320388
Count,"How many fences are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 2
(E) 3",D,B,B,False,50.0
Count,"How many street lights are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 2
(E) 5
(F) 0",A,E,E,False,49.523809523809526
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 6
(B) 0
(C) 5
(D) 3
(E) 2
(F) 4",(F),D,D,False,49.056603773584904
Count,"How many grandstands are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,A,A,False,48.598130841121495
Count,"How many walls are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3
(E) 4",B,C,C,False,48.148148148148145
Count,"How many nets are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,B,B,True,48.62385321100918
Count,"How many fluorescent tubes are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 3
(D) 0
(E) 2",(E),D,D,False,48.18181818181818
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 0
(D) 3
(E) 2",(E),E,E,False,47.74774774774775
Count,"How many bags are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,B,B,True,48.214285714285715
Count,"How many seats are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3
(E) 4",C,C,C,True,48.67256637168141
Count,"How many persons are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,A,A,False,48.24561403508772
Count,"How many walls are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,A,A,True,48.69565217391305
Count,"How many bags are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,A,A,True,49.137931034482754
Count,"How many handrails are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,D,D,False,48.717948717948715
Count,"How many cats are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,A,A,True,49.152542372881356
Count,"How many scarfs are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,49.57983193277311
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 0
(E) 2",(E),B,B,False,49.166666666666664
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,A,A,True,49.586776859504134
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 4
(D) 3
(E) 1",B,B,B,True,50.0
Count,"How many railings are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,50.40650406504065
Count,"How many pictures are in the image? Select from the following choices.
(A) 0
(B) 5
(C) 2
(D) 1
(E) 3
(F) 4",(E),C,C,False,50.0
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,B,B,True,50.4
Count,"How many desk lamps are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 7
(D) 4
(E) 3
(F) 6",(F),E,E,False,50.0
Count,"How many persons are in the image? Select from the following choices.
(A) 5
(B) 0
(C) 2
(D) 1
(E) 3
(F) 4",(E),E,E,False,49.60629921259843
Count,"How many mountains are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 4
(D) 2
(E) 3",C,D,D,False,49.21875
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 1
(D) 0
(E) 2",(E),C,C,False,48.837209302325576
Count,"How many aerials are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 2
(D) 1
(E) 0",C,D,D,False,48.46153846153846
Count,"How many trash cans are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,48.854961832061065
Count,"How many sofas are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",D,A,A,False,48.484848484848484
Count,"How many billboards are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,B,B,False,48.1203007518797
Count,"How many pens are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,B,B,False,47.76119402985074
Count,"How many roads are in the image? Select from the following choices.
(A) 4
(B) 0
(C) 2
(D) 1
(E) 3",C,C,C,True,48.148148148148145
Count,"How many columns are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 5
(D) 4
(E) 0
(F) 2",B,B,B,True,48.529411764705884
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,D,D,False,48.175182481751825
Count,"How many curtains are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,A,A,True,48.55072463768116
Count,"How many doors are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,A,A,True,48.92086330935252
Count,"How many canopys are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,D,D,False,48.57142857142857
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,D,D,False,48.226950354609926
Count,"How many buildingss are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,C,C,False,47.88732394366197
Count,"How many walls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,C,C,True,48.25174825174825
Count,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0",A,A,A,True,48.61111111111111
Count,"How many sofas are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1
(E) 4",B,B,B,True,48.96551724137931
Count,"How many buildings are in the image? Select from the following choices.
(A) 8
(B) 7
(C) 0
(D) 10
(E) 6
(F) 9",A,D,D,False,48.63013698630137
Count,"How many persons are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,A,True,48.97959183673469
Count,"How many skys are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 1
(E) 0",C,D,D,False,48.64864864864865
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,C,C,False,48.322147651006716
Count,"How many traffic lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",B,C,C,False,48.0
Count,"How many armchairs are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,48.34437086092716
Count,"How many windows are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 5
(E) 0
(F) 1",B,C,C,False,48.026315789473685
Count,"How many benchs are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,D,False,47.712418300653596
Count,"How many footbridges are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,D,True,48.05194805194805
Count,"How many shower screens are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,48.38709677419355
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,48.717948717948715
Count,"How many skys are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,A,A,True,49.044585987261144
Count,"How many persons are in the image? Select from the following choices.
(A) 8
(B) 0
(C) 10
(D) 9
(E) 6
(F) 7",A,A,A,True,49.36708860759494
Count,"How many cars are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 4
(D) 3
(E) 1",A,B,B,False,49.056603773584904
Count,"How many street lights are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,D,True,49.375
Count,"How many columns are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",D,C,C,False,49.06832298136646
Count,"How many flowerpots are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,A,A,True,49.382716049382715
Count,"How many sinks are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,C,C,True,49.693251533742334
Count,"How many cars are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 4
(E) 0",C,A,A,False,49.390243902439025
Count,"How many clocks are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,B,True,49.696969696969695
Count,"How many plants are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,50.0
Count,"How many countertops are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,A,A,False,49.700598802395206
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,A,True,50.0
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,50.29585798816568
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,B,True,50.588235294117645
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,B,B,True,50.877192982456144
Count,"How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,A,A,False,50.58139534883721
Count,"How many mirrors are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,D,True,50.86705202312138
Count,"How many buildings are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 1
(D) 3
(E) 0",A,D,D,False,50.57471264367817
Count,"How many hens are in the image? Select from the following choices.
(A) 4
(B) 3
(C) 5
(D) 6
(E) 2
(F) 0",C,D,D,False,50.28571428571429
Count,"How many clocks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 2
(D) 3",A,A,A,True,50.56818181818182
Count,"How many covered bridges are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,C,C,True,50.847457627118644
Count,"How many houses are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,A,A,False,50.56179775280899
Count,"How many doors are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",B,B,B,True,50.83798882681564
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,C,True,51.11111111111111
Count,"How many windows are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,A,True,51.38121546961326
Count,"How many skys are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 3
(D) 1",D,D,D,True,51.64835164835166
Count,"How many cars are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,B,True,51.91256830601093
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",A,D,D,False,51.63043478260869
Count,"How many roads are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0
(E) 4",A,A,A,True,51.891891891891895
Count,"How many skys are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1",D,A,A,False,51.61290322580645
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 1
(B) 0
(C) 3
(D) 2",A,A,A,True,51.87165775401069
Count,"How many handrails are in the image? Select from the following choices.
(A) 0
(B) 4
(C) 2
(D) 1
(E) 3",D,D,D,True,52.12765957446809
Count,"How many fire hydrants are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,A,A,False,51.85185185185185
Count,"How many sconces are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 3
(D) 0
(E) 2",(E),C,C,False,51.578947368421055
Count,"How many fences are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,D,True,51.832460732984295
Count,"How many stepss are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",A,D,D,False,51.5625
Count,"How many lighthouses are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0",B,B,B,True,51.813471502590666
Count,"How many roads are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,D,D,False,51.546391752577314
Count,"How many buildings are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 4
(E) 3",(E),B,B,False,51.28205128205128
Count,"How many stones are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3
(E) 4",A,C,C,False,51.02040816326531
Count,"How many paths are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 1
(D) 3",C,A,A,False,50.76142131979695
Count,"How many door frames are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 3",A,A,A,True,51.010101010101
Count,"How many mountains are in the image? Select from the following choices.
(A) 4
(B) 2
(C) 1
(D) 0
(E) 5
(F) 3",(F),B,B,False,50.753768844221106
Count,"How many buildings are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 4
(D) 3
(E) 0",B,D,D,False,50.5
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,A,A,False,50.24875621890548
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,C,C,True,50.495049504950494
Count,"How many mirrors are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,D,True,50.73891625615764
Count,"How many statues are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 4
(D) 3
(E) 0",B,A,A,False,50.49019607843137
Count,"How many cars are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 0
(D) 4
(E) 1
(F) 2",A,F,F,False,50.24390243902439
Count,"How many air conditionings are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 3
(D) 2
(E) 5
(F) 0",C,C,C,True,50.48543689320388
Count,"How many fields are in the image? Select from the following choices.
(A) 0
(B) 4
(C) 2
(D) 1
(E) 3",(E),D,D,False,50.24154589371981
Count,"How many buckets are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",C,A,A,False,50.0
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1",D,D,D,True,50.23923444976076
Count,"How many footbridges are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,A,A,False,50.0
Count,"How many buildings are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",D,C,C,False,49.763033175355446
Count,"How many sidewalks are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,D,D,False,49.528301886792455
